 # THETA1, THETA2.
  0.32068861107940477       -1.8142337497811467E-002
  0.32035262502257650       -4.9039238399979049E-002
  0.31970782631140521       -7.9890492560810225E-002
  0.31875481517136034      -0.11066736711957405     
  0.31749447896901373      -0.14134117578836536     
  0.31592799165559299      -0.17188329709550579     
  0.31405681302710359      -0.20226519285894345     
  0.31188268779841410      -0.23245842694941204     
  0.30940764448811531      -0.26243468439994661     
  0.30663399411041514      -0.29216579091454198     
  0.30356432866982447      -0.32162373282430495     
  0.30020151945392903      -0.35078067753442227     
  0.29654871511913600      -0.37960899449967722     
  0.29260933956393548      -0.40808127676013478     
  0.28838708958393333      -0.43617036306202234     
  0.28388593230269504      -0.46384936058180593     
  0.27911010237229722      -0.49109166826405154     
  0.27406409893741401      -0.51787100077592263     
  0.26875268235677874      -0.54416141307315546     
  0.26318087067595092      -0.56993732556413823     
  0.25735393584549598      -0.59517354985036131     
  0.25127739967894369      -0.61984531501307283     
  0.24495702954523454      -0.64392829440753963     
  0.23839883379079291      -0.66739863291795010     
  0.23160905688687555      -0.69023297461777477     
  0.22459417429843742      -0.71240849077240309     
  0.21736088707142748      -0.73390290811317427     
  0.20991611613617392      -0.75469453730459091     
  0.20226699632533565      -0.77476230151962244     
  0.19442087010578146      -0.79408576503164419     
  0.18638528102470275      -0.81264516172578549     
  0.17816796687126574      -0.83042142342734371     
  0.16977685255615588      -0.84739620794052317     
  0.16122004271245527      -0.86355192668713454     
  0.15250581402241317      -0.87887177183209009     
  0.14364260727581346      -0.89333974278060302     
  0.13463901916680110      -0.90694067193097361     
  0.12550379383719398      -0.91966024956675485     
  0.11624581417546601      -0.93148504777295360     
  0.10687409288173491      -0.94240254326274597     
   9.7397763310211091E-002 -0.95240113900397649     
